"id","dtUTC","lon","lat"
"034f02",2018-10-31 17:33:00,150.222113960944,-36.2561541745221
"034f02",2018-10-31 17:38:00,150.218378452796,-36.2590254069957
"034f02",2018-10-31 17:43:00,150.214617734383,-36.2615826252576
"034f02",2018-10-31 17:48:00,150.210856772726,-36.264139713466
"034f02",2018-10-31 17:53:00,150.207095567799,-36.2666966715901
"034f02",2018-10-31 17:58:00,150.203334119585,-36.2692534995937
"034f02",2018-10-31 18:03:00,150.199572428057,-36.2718101974463
"034f02",2018-10-31 18:08:00,150.19581049319,-36.2743667651169
"034f02",2018-10-31 18:13:00,150.192048314966,-36.2769232025696
"034f02",2018-10-31 18:18:00,150.188285893359,-36.2794795097736
"034f02",2018-10-31 18:23:00,150.184523228342,-36.2820356866982
"034f02",2018-10-31 18:28:00,150.180760319899,-36.2845917333072
"034f02",2018-10-31 18:33:00,150.176997171085,-36.2871477258981
"034f02",2018-10-31 18:38:00,150.172832843008,-36.2898175456515
"034f02",2018-10-31 18:43:00,150.168189074385,-36.2925008766511
"034f02",2018-10-31 18:48:00,150.163401624165,-36.2956477668358
"034f02",2018-10-31 18:53:00,150.159395213646,-36.2987771709867
"034f02",2018-10-31 18:58:00,150.155875575829,-36.3025848259489
"034f02",2018-10-31 19:03:00,150.152429416027,-36.3067099646852
"034f02",2018-10-31 19:08:00,150.151185148404,-36.3092989248518
"034f02",2018-10-31 19:13:00,150.151331208314,-36.3114101099626
"034f02",2018-10-31 19:18:00,150.151238679244,-36.313815357193
"034f02",2018-10-31 19:23:00,150.151198178262,-36.3160720990136
"034f02",2018-10-31 19:28:00,150.150342503451,-36.3187440765549
"034f02",2018-10-31 19:33:00,150.148635509786,-36.3211255985351
"034f02",2018-10-31 19:38:00,150.147440889732,-36.322981330073
"034f02",2018-10-31 19:43:00,150.146750923272,-36.3240266047124
"034f02",2018-10-31 19:48:00,150.146555343707,-36.325359149369
"034f02",2018-10-31 19:53:00,150.145746596942,-36.3262646449719
"034f02",2018-10-31 19:58:00,150.144853915224,-36.3274254754306
"034f02",2018-10-31 20:03:00,150.143121398447,-36.3281934020879
"034f02",2018-10-31 20:08:00,150.141786479228,-36.3284361566284
"034f02",2018-10-31 20:13:00,150.143217462284,-36.3277746318108
"034f02",2018-10-31 20:18:00,150.143818312871,-36.3288153936398
"034f02",2018-10-31 20:23:00,150.143557125083,-36.330053941421
"034f02",2018-10-31 20:28:00,150.144163648722,-36.332056989519
"034f02",2018-10-31 20:33:00,150.142764061085,-36.3338527667133
"034f02",2018-10-31 20:38:00,150.141909140076,-36.3353101753196
"034f02",2018-10-31 20:43:00,150.140179516036,-36.3356834440818
"034f02",2018-10-31 20:48:00,150.139019695949,-36.3370945170324
"034f02",2018-10-31 20:53:00,150.139182143428,-36.3380649993835
"034f02",2018-10-31 20:58:00,150.138587833118,-36.3391220342157
"034f02",2018-10-31 21:03:00,150.137836210126,-36.3404351052699
"034f02",2018-10-31 21:08:00,150.137141394634,-36.3413334433362
"034f02",2018-10-31 21:13:00,150.135813500517,-36.3418105140485
"034f02",2018-10-31 21:18:00,150.13503200772,-36.3416081532125
"034f02",2018-10-31 21:23:00,150.135231853327,-36.3405531215103
"034f02",2018-10-31 21:28:00,150.13691543362,-36.3396328151543
"034f02",2018-10-31 21:33:00,150.137611962424,-36.3404577152106
"034f02",2018-10-31 21:38:00,150.136905509171,-36.3416355829934
"034f02",2018-10-31 21:43:00,150.136222569323,-36.3429658687479
"034f02",2018-10-31 21:48:00,150.133830387298,-36.3433922146106
"034f02",2018-10-31 21:53:00,150.130607292021,-36.344359371984
"034f02",2018-10-31 21:58:00,150.127087761192,-36.3438172865483
"034f02",2018-10-31 22:03:00,150.124235203517,-36.3440524034113
"034f02",2018-10-31 22:08:00,150.121609261492,-36.3427870111031
"034f02",2018-10-31 22:13:00,150.119528989087,-36.3419206582935
"034f02",2018-10-31 22:18:00,150.121944203175,-36.342139136727
"034f02",2018-10-31 22:23:00,150.12464387605,-36.3426541629473
"034f02",2018-10-31 22:28:00,150.127343585289,-36.3431691303314
"034f02",2018-10-31 22:33:00,150.128998397274,-36.343976209012
"034f02",2018-10-31 22:38:00,150.128947111377,-36.3462438101065
"034f02",2018-10-31 22:43:00,150.12928129987,-36.3477877941446
"034f02",2018-10-31 22:48:00,150.129179971662,-36.349249565454
"034f02",2018-10-31 22:53:00,150.128656454705,-36.3505765039696
"034f02",2018-10-31 22:58:00,150.127573837193,-36.3520865554824
"034f02",2018-10-31 23:03:00,150.126580988925,-36.3536778092787
"034f02",2018-10-31 23:08:00,150.125298777537,-36.3539108820028
"034f02",2018-10-31 23:13:00,150.124793093046,-36.3559086382394
"034f02",2018-10-31 23:18:00,150.122423286451,-36.3553866349502
"034f02",2018-10-31 23:23:00,150.121307876983,-36.3546654578558
"034f02",2018-10-31 23:28:00,150.122912955025,-36.3547663786349
"034f02",2018-10-31 23:33:00,150.122884286107,-36.3561548503162
"034f02",2018-10-31 23:38:00,150.121631257352,-36.3576671627927
"034f02",2018-10-31 23:43:00,150.120893370859,-36.357345660024
"034f02",2018-10-31 23:48:00,150.121888013351,-36.3577782787309
"034f02",2018-10-31 23:53:00,150.122902675837,-36.358528934785
"034f02",2018-10-31 23:58:00,150.122180593667,-36.3599546350795
"034f02",2018-11-01 00:03:00,150.121953835737,-36.359686278463
"034f02",2018-11-01 00:08:00,150.12140639039,-36.36092552381
"034f02",2018-11-01 00:13:00,150.120671914668,-36.3622715706096
"034f02",2018-11-01 00:18:00,150.119763418986,-36.3634490589828
"034f02",2018-11-01 00:23:00,150.118640788113,-36.3643467008935
"034f02",2018-11-01 00:28:00,150.11932827825,-36.3644882145304
"034f02",2018-11-01 00:33:00,150.120162047532,-36.3639557131609
"034f02",2018-11-01 00:38:00,150.119822502486,-36.3635139594498
"034f02",2018-11-01 00:43:00,150.11961066926,-36.3623078484675
"034f02",2018-11-01 00:48:00,150.119402454116,-36.3610448236442
"034f02",2018-11-01 00:53:00,150.120500910448,-36.3609452768322
"034f02",2018-11-01 00:58:00,150.120303301663,-36.3616592249936
"034f02",2018-11-01 01:03:00,150.121842538004,-36.3614105671827
"034f02",2018-11-01 01:08:00,150.121576312762,-36.3635873328964
"034f02",2018-11-01 01:13:00,150.121578716719,-36.3641172223124
"034f02",2018-11-01 01:18:00,150.122339317926,-36.3637358391298
"034f02",2018-11-01 01:23:00,150.121211451643,-36.3636265323884
"034f02",2018-11-01 01:28:00,150.121113774922,-36.3621904451135
"034f02",2018-11-01 01:33:00,150.120491172546,-36.3621166581786
"034f02",2018-11-01 01:38:00,150.119393811984,-36.3618628365899
"034f02",2018-11-01 01:43:00,150.118429663368,-36.3613417430139
"034f02",2018-11-01 01:48:00,150.11896031183,-36.3606703089556
"034f02",2018-11-01 01:53:00,150.118172153439,-36.3594176292197
"034f02",2018-11-01 01:58:00,150.116419890543,-36.3588556188855
"034f02",2018-11-01 02:03:00,150.115625814151,-36.3592694496482
"034f02",2018-11-01 02:08:00,150.114277692241,-36.3594061774575
"034f02",2018-11-01 02:13:00,150.113392192926,-36.3579080499569
"034f02",2018-11-01 02:18:00,150.113309562219,-36.3564933160895
"034f02",2018-11-01 02:23:00,150.114407528634,-36.3556058862622
"034f02",2018-11-01 02:28:00,150.114195003935,-36.3537937833369
"034f02",2018-11-01 02:33:00,150.113640405707,-36.3525886303591
"034f02",2018-11-01 02:38:00,150.113710952575,-36.3512264753114
"034f02",2018-11-01 02:43:00,150.11366631557,-36.3494847796289
"034f02",2018-11-01 02:48:00,150.116076122702,-36.3484981691112
"034f02",2018-11-01 02:53:00,150.118991830686,-36.3487629588582
"034f02",2018-11-01 02:58:00,150.122017488193,-36.3500271346063
"034f02",2018-11-01 03:03:00,150.124726643215,-36.3524335429792
"034f02",2018-11-01 03:08:00,150.127207755058,-36.3539627461506
"034f02",2018-11-01 03:13:00,150.127710447975,-36.3530096282647
"034f02",2018-11-01 03:18:00,150.128791858751,-36.3515703037356
"034f02",2018-11-01 03:23:00,150.128578558773,-36.349785829267
